,fecha,año_hecho,calle,estado,ciudad,precio,año_renovado,metros_cuadrados,pisos,habitaciones,baños,codigo_zip
41,02/07/2019,01/01/1981,1621 WESTERN PARK CT,TX,DALLAS,589610.0,2015.0,756.0,2.0,3.0,2.0,75211.0
42,26/06/2019,01/01/1980,3220 AL LIPSCOMB WAY,TX,DALLAS,196850.0,2015.0,466.0,1.0,3.0,2.0,75210.0
43,30/07/2019,01/01/1980,1601 SHELMIRE DR,TX,DALLAS,303330.0,2015.0,357.0,1.0,3.0,1.0,75224.0
44,13/06/2019,01/01/1980,2200 APOLLONIA LN,TX,DALLAS,425670.0,2015.0,521.0,1.0,3.0,2.0,75204.0
45,04/07/2019,01/01/1980,6501 ARBORIST LN,TX,DALLAS,318410.0,2015.0,344.0,1.0,3.0,2.0,75214.0
46,30/06/2019,01/01/1980,1800 DRYDEN DR,TX,DALLAS,677050.0,2015.0,939.0,1.0,3.0,3.0,75211.0
47,19/06/2019,01/01/1980,5101 RED HICKORY LN,TX,DALLAS,1403160.0,2015.0,850.0,2.0,3.0,3.0,75206.0
48,20/06/2019,01/01/1980,901 BASSETT PL,TX,DALLAS,254440.0,2015.0,527.0,1.0,3.0,2.0,75208.0
49,10/07/2019,01/01/1979,2200 DYSON ST,TX,DALLAS,373470.0,2015.0,381.0,1.0,3.0,2.0,75215.0
50,23/07/2019,01/01/1979,9401 SAINT ROSALIE DR,TX,DALLAS,458470.0,2015.0,408.0,1.0,3.0,2.0,75217.0
51,14/08/2019,01/01/1979,7300 RENA RD,TX,DALLAS,472430.0,2015.0,783.0,2.0,4.0,2.0,75228.0
52,25/07/2019,01/01/1979,400 BROOKHURST DR,TX,DALLAS,441570.0,2015.0,625.0,1.0,3.0,3.0,75218.0
53,21/06/2019,01/01/1979,1200 LAUSANNE AVE,TX,DALLAS,241330.0,2015.0,613.0,1.0,4.0,2.0,75208.0
54,13/08/2019,01/01/1979,9700 TWIN CREEK CIR,TX,DALLAS,332840.0,2015.0,713.0,1.0,3.0,2.0,75228.0
55,08/07/2019,01/01/1979,7000 IRONGATE LN,TX,DALLAS,427530.0,2015.0,567.0,1.0,3.0,2.0,75214.0
56,20/06/2019,01/01/1978,400 ALLISON DR,TX,DALLAS,577780.0,2015.0,960.0,1.0,4.0,3.0,75208.0
57,11/06/2019,01/01/1977,200 PAGE AVE,TX,DALLAS,220090.0,2015.0,597.0,1.0,3.0,2.0,75203.0
58,05/08/2019,01/01/1977,4701 COYOTE TRL,TX,DALLAS,501520.0,2015.0,1177.0,3.0,4.0,3.0,75227.0
59,06/08/2019,01/01/1977,9902 CHILMARK WAY,TX,DALLAS,177250.0,2015.0,335.0,1.0,2.0,1.0,75227.0
60,03/07/2019,01/01/1977,3500 JENNY DALE DR,TX,DALLAS,245080.0,2015.0,448.0,1.0,3.0,2.0,75212.0
61,27/06/2019,01/01/1976,101 ALBROOK DR,TX,DALLAS,1182570.0,2015.0,527.0,1.0,3.0,2.0,75211.0
62,04/07/2019,01/01/1976,6901 BUCKNELL DR,TX,DALLAS,428470.0,2015.0,716.0,1.0,5.0,3.0,75214.0
63,21/07/2019,01/01/1976,100 CREEK COVE DR,TX,DALLAS,177850.0,2015.0,427.0,1.0,3.0,2.0,75217.0
64,10/06/2019,01/01/1976,2101 MINEHAMPTON LN,TX,DALLAS,628330.0,2015.0,640.0,1.0,4.0,2.0,75201.0
65,02/07/2019,01/01/1975,6101 RIDAN LN,TX,DALLAS,377230.0,2015.0,500.0,1.0,3.0,2.0,75211.0
66,21/06/2019,01/01/1974,900 STEVENS WOODS CT,TX,DALLAS,400510.0,2015.0,875.0,2.0,3.0,3.0,75208.0
67,28/06/2019,01/01/1973,400 COOMBS CREEK DR,TX,DALLAS,469840.0,2015.0,561.0,1.0,3.0,2.0,75211.0
68,18/06/2019,01/01/1973,5701 SKILLMAN ST,TX,DALLAS,550120.0,2015.0,1113.0,2.0,3.4,4.0,75206.0
69,13/06/2019,01/01/1973,4828 ALCOTT ST,TX,DALLAS,296200.0,2015.0,738.0,1.0,2.0,2.0,75204.0
70,10/07/2019,01/01/1972,5700 JARVIS CIR,TX,DALLAS,533450.0,2015.0,1308.0,2.0,4.0,3.0,75215.0
71,28/06/2019,01/01/1972,5408 PREAKNESS LN,TX,DALLAS,237600.0,2015.0,585.0,1.0,4.0,3.0,75211.0
72,08/08/2019,01/01/1971,3500 ALTURA AVE,TX,DALLAS,607200.0,2015.0,890.0,1.0,4.0,3.0,75228.0
73,02/07/2019,01/01/1970,1001 GALLANT FOX DR,TX,DALLAS,328220.0,2015.0,585.0,2.0,3.0,1.0,75211.0
74,11/06/2019,01/01/1970,220 CORINTH STREET RD,TX,DALLAS,1137920.0,2015.0,1073.0,1.0,4.0,3.0,75203.0
75,26/06/2019,01/01/1965,4900 SUSAN ST,TX,DALLAS,971420.0,2015.0,896.0,1.0,4.0,3.0,75211.0
76,31/07/2019,01/01/1955,2301 TOLUCA AVE,TX,DALLAS,775780.0,2015.0,878.0,1.0,4.0,3.0,75224.0
77,17/06/2019,01/01/1952,5901 AUBURNDALE AVE,TX,DALLAS,772630.0,2015.0,591.0,1.0,3.0,2.0,75205.0
78,11/06/2019,01/01/1951,200 JERDEN LN,TX,DALLAS,615810.0,2015.0,652.0,1.0,4.0,2.0,75203.0
79,09/07/2019,01/01/1945,1000 BELLEVIEW ST,TX,DALLAS,867180.0,2015.0,686.0,2.0,3.0,2.0,75215.0
80,25/07/2019,01/01/1943,9400 TARLETON ST,TX,DALLAS,334950.0,2015.0,527.0,1.0,3.0,2.0,75218.0
81,25/06/2019,01/01/1942,5415 CARUTH BLVD,TX,DALLAS,520980.0,2015.0,869.0,2.0,4.0,4.0,75209.0
82,23/07/2019,01/01/1939,8601 GALEN LN,TX,DALLAS,827760.0,2015.0,1195.0,2.0,4.0,4.0,75217.0
83,04/07/2019,01/01/1930,4051 LA REUNION PKWY,TX,DALLAS,701490.0,2015.0,741.0,2.0,4.0,3.0,75212.0
84,13/08/2019,01/01/1925,8901 LINDARO LN,TX,DALLAS,1052360.0,2015.0,735.0,2.0,4.0,3.0,75228.0
85,02/07/2019,01/01/1914,1900 VIERA PLZ,TX,DALLAS,690610.0,2015.0,948.0,2.0,4.0,3.0,75211.0
86,28/06/2019,01/01/1913,400 STARETTA LN,TX,DALLAS,480770.0,2015.0,445.0,2.0,3.0,1.0,75211.0
87,18/07/2019,01/01/1909,600 CEDARCLIFF DR,TX,DALLAS,539320.0,2015.0,463.0,1.0,3.0,1.0,75217.0
88,29/07/2019,01/01/1909,5100 PALOMAR LN,TX,DALLAS,363720.0,2015.0,445.0,2.0,2.0,2.0,75229.0
89,05/08/2019,01/01/1908,4700 WILBURTON DR,TX,DALLAS,410030.0,2015.0,924.0,2.0,5.0,3.0,75227.0
90,08/08/2019,01/01/1907,11801 LA FONDA BLVD,TX,DALLAS,1758320.0,2015.0,738.0,2.0,3.0,2.0,75228.0
91,18/07/2019,01/01/1906,901 PLEASANT WOODS DR,TX,DALLAS,287800.0,2015.0,607.0,1.0,3.0,2.0,75217.0
92,01/08/2019,01/01/1906,100 CROWDUS ST,TX,DALLAS,526670.0,2015.0,600.0,2.0,5.0,2.0,75226.0
93,12/06/2019,01/01/1905,1601 KENT ST,TX,DALLAS,707120.0,2015.0,856.0,2.0,4.0,3.0,75203.0
94,18/06/2019,01/01/1904,1811 GREENVILLE AVE,TX,DALLAS,799950.0,2015.0,957.0,3.0,6.0,3.0,75206.0
95,01/08/2019,01/01/1904,3901 LOVERS LANE CIR,TX,DALLAS,503340.0,2015.0,500.0,2.0,4.0,1.0,75225.0
96,12/08/2019,01/01/1984,10101 PLUMMER DR,TX,DALLAS,777010.0,2014.0,1311.0,2.0,4.0,3.0,75228.0
97,05/08/2019,01/01/1984,8016 CHARIOT DR,TX,DALLAS,481140.0,2014.0,768.0,2.0,4.0,3.0,75227.0
98,27/06/2019,01/01/1984,600 REVERCHON DR,TX,DALLAS,607280.0,2014.0,869.0,1.0,4.0,3.0,75211.0
99,18/07/2019,01/01/1983,9500 MACOMBA CT,TX,DALLAS,477360.0,2014.0,506.0,1.0,3.0,2.0,75217.0
100,06/08/2019,01/01/1983,3501 PAMPAS CREEK DR,TX,DALLAS,207340.0,2014.0,381.0,1.0,3.0,2.0,75227.0
101,12/08/2019,01/01/1982,10101 PINECREST DR,TX,DALLAS,170970.0,2014.0,341.0,1.0,2.0,1.0,75228.0
102,01/08/2019,01/01/1982,215 WALTON ST,TX,DALLAS,344940.0,2014.0,582.0,1.0,3.0,2.0,75226.0
103,05/08/2019,01/01/1981,5700 MARVIEW LN,TX,DALLAS,530560.0,2014.0,655.0,2.0,4.0,2.0,75227.0
104,24/06/2019,01/01/1981,5300 ROCK CLIFF PL,TX,DALLAS,305500.0,2014.0,527.0,1.0,3.0,2.0,75209.0
105,08/07/2019,01/01/1981,6601 COUNTRY CLUB CIR,TX,DALLAS,420990.0,2014.0,573.0,1.0,3.0,2.0,75214.0
106,28/07/2019,01/01/1981,3400 BOGATA BLVD,TX,DALLAS,431280.0,2014.0,448.0,1.0,3.0,2.0,75220.0
107,12/08/2019,01/01/1981,10801 CASSANDRA WAY,TX,DALLAS,385110.0,2014.0,381.0,1.0,2.0,1.0,75228.0
108,15/07/2019,01/01/1980,4601 WADSWORTH DR,TX,DALLAS,308560.0,2014.0,338.0,2.0,2.0,2.0,75216.0
109,08/07/2019,01/01/1980,700 GLENDALE ST,TX,DALLAS,962670.0,2014.0,1439.0,2.0,4.0,3.0,75214.0
110,12/06/2019,01/01/1980,1801 SUSSEX AVE,TX,DALLAS,352920.0,2014.0,347.0,1.0,3.0,1.0,75203.0
111,18/06/2019,01/01/1975,3700 GLENCOE ST,TX,DALLAS,90130.0,2014.0,268.0,1.0,2.0,1.0,75206.0
112,30/07/2019,01/01/1975,501 HOEL DR,TX,DALLAS,588130.0,2014.0,899.0,1.0,4.0,3.0,75224.0
113,02/07/2019,01/01/1974,4700 MIRADERO ST,TX,DALLAS,295990.0,2014.0,1052.0,1.0,4.0,3.0,75211.0
114,26/06/2019,01/01/1973,5401 GOODMAN ST,TX,DALLAS,257550.0,2014.0,341.0,1.0,3.0,2.0,75211.0
115,25/07/2019,01/01/1973,8600 DAYTONIA AVE,TX,DALLAS,363280.0,2014.0,762.0,1.0,5.0,2.0,75218.0
116,24/06/2019,01/01/1971,4601 SHADYWOOD LN,TX,DALLAS,604420.0,2014.0,1036.0,2.0,5.0,2.0,75209.0
117,20/06/2019,01/01/1971,5100 SPRINGMEADOW DR,TX,DALLAS,300170.0,2014.0,530.0,1.0,3.0,2.0,75229.0
118,13/08/2019,01/01/1964,8601 WESTGLEN DR,TX,DALLAS,412190.0,2014.0,686.0,1.0,4.0,2.0,75228.0
119,24/07/2019,01/01/1963,10400 KOKO HEAD CIR,TX,DALLAS,202770.0,2014.0,372.0,1.0,3.0,2.0,75218.0
120,06/07/2019,01/01/1961,7501 KIMBERLY LN,TX,DALLAS,246430.0,2014.0,619.0,1.0,3.0,2.0,75214.0
121,06/08/2019,01/01/1961,9000 TAMPAS LN,TX,DALLAS,600100.0,2014.0,939.0,1.0,5.0,2.0,75227.0
122,14/08/2019,01/01/1960,3201 LIGHT POINT DR,TX,DALLAS,287200.0,2014.0,628.0,1.0,4.0,2.0,75228.0
123,01/07/2019,01/01/1960,4400 LAS HACIENDAS DR,TX,DALLAS,276560.0,2014.0,387.0,1.0,3.0,1.0,75211.0
124,29/07/2019,01/01/1960,3901 BOWIE LN,TX,DALLAS,365420.0,2014.0,503.0,1.0,4.0,2.0,75220.0
125,03/07/2019,01/01/1960,2501 TAN OAK DR,TX,DALLAS,601200.0,2014.0,826.0,1.0,4.0,2.0,75212.0
126,13/08/2019,01/01/1959,9600 TALINA DR,TX,DALLAS,302510.0,2014.0,384.0,1.0,3.0,1.0,75228.0
127,05/08/2019,01/01/1959,7100 TERESITA TRL,TX,DALLAS,264590.0,2014.0,454.0,1.0,4.0,2.0,75227.0
128,08/08/2019,01/01/1959,7501 DAINGERFIELD DR,TX,DALLAS,242030.0,2014.0,524.0,1.0,3.0,2.0,75227.0
129,12/06/2019,01/01/1959,3535 TRAVIS ST,TX,DALLAS,211430.0,2014.0,491.0,1.0,3.0,2.0,75204.0
130,12/08/2019,01/01/1958,10901 STRAYHORN DR,TX,DALLAS,301910.0,2014.0,695.0,1.0,4.0,3.0,75228.0
131,05/08/2019,01/01/1957,5200 FREESTONE CIR,TX,DALLAS,561440.0,2014.0,668.0,2.0,3.0,2.0,75227.0
132,11/07/2019,01/01/1957,2400 OZONA ST,TX,DALLAS,806840.0,2014.0,1436.0,1.0,5.0,3.0,75216.0
133,30/07/2019,01/01/1955,3501 OSAGE CIR,TX,DALLAS,452870.0,2014.0,744.0,1.0,4.0,3.0,75223.0
134,29/07/2019,01/01/1954,3501 POQUITA DR,TX,DALLAS,505080.0,2014.0,421.0,1.0,3.0,2.0,75220.0
135,01/08/2019,01/01/1953,1201 BIG TOWN BLVD,TX,DALLAS,236950.0,2014.0,448.0,1.0,4.0,1.0,75227.0
136,05/08/2019,01/01/1952,5700 WINDING WOODS TRL,TX,DALLAS,573500.0,2014.0,646.0,1.0,3.0,2.0,75227.0
137,11/06/2019,01/01/1952,2001 8TH ST,TX,DALLAS,314750.0,2014.0,469.0,1.0,4.0,2.0,75203.0
138,21/07/2019,01/01/1950,3500 FLAXLEY DR,TX,DALLAS,354070.0,2014.0,515.0,1.0,4.0,2.0,75229.0
139,02/07/2019,01/01/1950,5956 MOUNTAIN VALLEY LN,TX,DALLAS,802830.0,2014.0,860.0,1.0,4.0,3.0,75211.0
140,24/07/2019,01/01/1949,4100 WALNUT GLEN PL,TX,DALLAS,327300.0,2014.0,655.0,2.0,4.0,1.0,75229.0
141,21/07/2019,01/01/1949,10300 CRITTENDON DR,TX,DALLAS,164950.0,2014.0,256.0,2.0,2.0,1.0,75229.0
142,07/07/2019,01/01/1948,6400 SUNNYLAND LN,TX,DALLAS,456470.0,2014.0,396.0,1.0,2.0,1.0,75214.0
143,07/07/2019,01/01/1947,6600 YOSEMITE LN,TX,DALLAS,432560.0,2014.0,332.0,1.0,2.0,1.0,75214.0
144,25/07/2019,01/01/1947,10500 MAPLEGROVE LN,TX,DALLAS,451340.0,2014.0,472.0,1.0,3.0,2.0,75218.0
145,25/06/2019,01/01/1946,2101 LAGOW ST,TX,DALLAS,379270.0,2014.0,372.0,1.0,2.0,1.0,75210.0
146,23/07/2019,01/01/1945,10850 MULBERRY ST,TX,DALLAS,255920.0,2014.0,692.0,2.0,4.0,2.0,75217.0
147,06/08/2019,01/01/1945,3501 GLOVER PASS,TX,DALLAS,478240.0,2014.0,914.0,1.0,4.0,3.0,75227.0
148,28/07/2019,01/01/1933,2200 VAGAS ST,TX,DALLAS,450710.0,2014.0,582.0,1.0,4.0,3.0,75219.0
149,20/06/2019,01/01/1922,301 EVERGREEN HILLS RD,TX,DALLAS,466200.0,2014.0,479.0,1.0,3.0,2.0,75208.0
150,14/06/2019,01/01/1920,1300 PALM CANYON DR,TX,DALLAS,276810.0,2014.0,475.0,1.0,3.0,2.0,75204.0
151,02/07/2019,01/01/1919,4700 LA RUE ST,TX,DALLAS,535690.0,2014.0,762.0,2.0,4.0,3.0,75211.0
152,11/06/2019,01/01/1905,1601 AVENUE B,TX,DALLAS,488470.0,2014.0,485.0,2.0,3.0,2.0,75203.0
153,24/06/2019,01/01/1982,3700 SHORECREST DR,TX,DALLAS,287130.0,2013.0,296.0,2.0,1.0,2.0,75209.0
154,12/08/2019,01/01/1980,10801 DUNAWAY DR,TX,DALLAS,406800.0,2013.0,783.0,1.0,4.0,2.0,75228.0
155,20/06/2019,01/01/1970,601 HARVEY,TX,DALLAS,193490.0,2013.0,387.0,1.0,3.0,1.0,75208.0
156,20/06/2019,01/01/1970,1700 WINNETKA AVE,TX,DALLAS,205150.0,2013.0,585.0,1.0,4.0,2.0,75208.0
157,08/08/2019,01/01/1970,2100 BERGSTROM DR,TX,DALLAS,290140.0,2013.0,509.0,1.0,3.0,1.0,75227.0
158,28/06/2019,01/01/1968,3300 BURLINGDELL AVE,TX,DALLAS,135650.0,2013.0,390.0,1.0,3.0,1.0,75211.0
159,13/06/2019,01/01/1967,2800 GUILLOT ST,TX,DALLAS,535210.0,2013.0,539.0,1.0,3.0,1.0,75204.0
160,25/06/2019,01/01/1967,5301 AUTUMNBROOK CT,TX,DALLAS,222410.0,2013.0,564.0,1.0,3.0,2.0,75209.0
161,27/06/2019,01/01/1967,101 CAVENDER ST,TX,DALLAS,246700.0,2013.0,555.0,1.0,4.0,2.0,75211.0
162,05/08/2019,01/01/1967,4700 CHILTON DR,TX,DALLAS,494360.0,2013.0,683.0,1.0,4.0,2.0,75227.0
163,07/07/2019,01/01/1966,6800 CHARADE DR,TX,DALLAS,440240.0,2013.0,774.0,1.0,4.0,3.0,75214.0
164,13/06/2019,01/01/1966,3500 ALONZO PL,TX,DALLAS,540970.0,2013.0,622.0,1.0,4.0,2.0,75204.0
165,28/06/2019,01/01/1965,5001 SPRUCE ST,TX,DALLAS,982240.0,2013.0,1195.0,1.0,4.0,3.0,75211.0
166,19/06/2019,01/01/1965,101 LESLIE ST,TX,DALLAS,216260.0,2013.0,402.0,1.0,2.0,1.0,75207.0
167,07/08/2019,01/01/1963,2800 CLIFFSIDE DR,TX,DALLAS,256550.0,2013.0,814.0,1.0,4.0,2.0,75227.0
168,01/08/2019,01/01/1963,2000 BOURBON ST,TX,DALLAS,237770.0,2013.0,658.0,1.0,3.0,2.0,75226.0
169,08/07/2019,01/01/1963,2200 CECILLE ST,TX,DALLAS,193180.0,2013.0,408.0,1.0,3.0,2.0,75214.0
170,24/06/2019,01/01/1962,8200 MARICOPA ST,TX,DALLAS,309940.0,2013.0,454.0,1.0,3.0,1.0,75209.0
171,25/07/2019,01/01/1962,900 BRIDGET LN,TX,DALLAS,972620.0,2013.0,789.0,2.0,3.0,3.0,75218.0
172,14/07/2019,01/01/1960,4501 YANCY ST,TX,DALLAS,266060.0,2013.0,326.0,1.0,2.0,1.0,75216.0
173,28/07/2019,01/01/1959,9800 MEADOWBROOK DR,TX,DALLAS,406170.0,2013.0,610.0,1.0,3.0,1.0,75220.0
174,31/07/2019,01/01/1958,3533 CRIPPLE CREEK DR,TX,DALLAS,576170.0,2013.0,1149.0,1.0,5.0,3.0,75224.0
175,21/07/2019,01/01/1958,600 WOODMONT DR,TX,DALLAS,419550.0,2013.0,789.0,1.0,4.0,3.0,75217.0
176,21/07/2019,01/01/1958,7700 RILLA AVE,TX,DALLAS,295410.0,2013.0,576.0,1.0,3.0,2.0,75217.0
177,20/06/2019,01/01/1958,1622 HANDLEY DR,TX,DALLAS,343430.0,2013.0,756.0,1.0,4.0,2.0,75208.0
178,05/08/2019,01/01/1950,4101 CINNABAR DR,TX,DALLAS,302940.0,2013.0,326.0,1.0,2.0,1.0,75227.0
179,28/06/2019,01/01/1949,3101 OUIDA AVE,TX,DALLAS,300770.0,2013.0,445.0,1.0,2.0,1.0,75211.0
180,18/06/2019,01/01/1948,4501 PRENTICE ST,TX,DALLAS,226150.0,2013.0,369.0,1.0,3.0,1.0,75206.0
181,07/08/2019,01/01/1948,10200 CAROLINA OAKS DR,TX,DALLAS,896250.0,2013.0,671.0,1.0,4.0,2.0,75227.0
182,31/07/2019,01/01/1948,2801 O BANNON DR,TX,DALLAS,440110.0,2013.0,594.0,2.0,4.0,2.0,75224.0
183,07/08/2019,01/01/1948,9600 BLUFFCREEK DR,TX,DALLAS,301830.0,2013.0,332.0,1.0,2.0,1.0,75227.0
184,15/07/2019,01/01/1948,4600 YEWPON AVE,TX,DALLAS,307180.0,2013.0,411.0,2.0,4.0,1.0,75216.0
185,04/07/2019,01/01/1947,3900 BASTILLE RD,TX,DALLAS,751720.0,2013.0,555.0,1.0,3.0,2.0,75212.0
186,14/06/2019,01/01/1946,5800 GRASSMERE LN,TX,DALLAS,252670.0,2013.0,381.0,1.0,3.0,1.0,75205.0
187,25/06/2019,01/01/1945,2800 LE CLERC AVE,TX,DALLAS,331930.0,2013.0,549.0,1.0,4.0,3.0,75210.0
188,20/06/2019,01/01/1945,600 FINLEY CT,TX,DALLAS,843450.0,2013.0,945.0,1.0,4.0,2.0,75208.0
189,26/06/2019,01/01/1945,3500 CAUTHORN DR,TX,DALLAS,252790.0,2013.0,405.0,1.0,2.0,1.0,75210.0
190,28/06/2019,01/01/1945,3100 DAWES DR,TX,DALLAS,607010.0,2013.0,497.0,1.0,3.0,1.0,75211.0
191,19/06/2019,01/01/1945,5500 LINDELL AVE,TX,DALLAS,405260.0,2013.0,277.0,1.0,2.0,1.0,75206.0
192,22/07/2019,01/01/1930,100 SEAGOVILLE RD,TX,DALLAS,320580.0,2013.0,280.0,2.0,3.0,1.0,75217.0
193,06/08/2019,01/01/1930,3900 MCNEIL ST,TX,DALLAS,310260.0,2013.0,369.0,2.0,3.0,1.0,75227.0
194,24/07/2019,01/01/1930,10701 CLEARBROOK LN,TX,DALLAS,850890.0,2013.0,524.0,2.0,2.0,2.0,75218.0
195,10/06/2019,01/01/1927,201 TILDEN ST,TX,DALLAS,660570.0,2013.0,500.0,1.0,4.0,1.0,75203.0
196,30/07/2019,01/01/1927,2700 SAMUELL BLVD,TX,DALLAS,576330.0,2013.0,579.0,2.0,3.0,2.0,75223.0
197,23/07/2019,01/01/1927,8500 OAK HAVEN LN,TX,DALLAS,466080.0,2013.0,491.0,1.0,3.0,2.0,75217.0
198,11/06/2019,01/01/1927,200 STELLARIGA PL,TX,DALLAS,476050.0,2013.0,1088.0,2.0,6.0,3.0,75203.0
199,13/08/2019,01/01/1925,1500 KILTARTAN DR,TX,DALLAS,483160.0,2013.0,381.0,1.0,2.0,1.0,75228.0
200,31/07/2019,01/01/1925,5800 DESCO DR,TX,DALLAS,367890.0,2013.0,765.0,2.0,5.0,2.0,75225.0
201,31/07/2019,01/01/1923,5901 BONNARD DR,TX,DALLAS,258720.0,2013.0,323.0,1.0,2.0,1.0,75230.0
